1,282
2,197
3,97
3,293
3,400
4,193
4,8
5,314
6,143
7,274
7,398
7,267
7,39
7,352
8,285
8,99
8,56
8,193
9,18
9,212
9,75
9,240
9,392
9,326
9,282
9,304
9,152
9,197
9,284
10,305
10,314
11,57
13,324
13,298
13,173
13,111
14,324
15,167
16,357
17,401
17,359
17,284
18,383
18,143
18,89
18,125
19,351
20,265
21,408
22,373
22,253
26,197
31,18
31,75
31,9
31,240
31,392
31,1
31,167
31,197
37,18
37,212
37,75
37,9
37,176
37,240
37,114
37,392
37,326
37,304
37,313
37,284
37,217
37,84
37,71
37,210
37,318
37,110
37,331
37,46
37,136
37,181
37,170
37,362
37,340
37,333
37,355
38,273
38,102
39,190
39,161
39,294
39,288
39,233
40,273
41,175
41,145
41,225
41,279
41,316
41,277
42,274
42,398
42,267
42,39
42,352
44,398
44,267
44,39
44,352
46,359
50,274
50,398
50,267
50,39
50,352
51,144
51,410
51,203
51,216
51,385
51,50
51,188
51,42
53,401
53,283
54,75
54,9
54,392
57,293
57,96
59,336
59,44
61,274
61,398
61,267
61,39
61,352
62,112
62,280
62,42
64,185
65,195
65,185
65,314
66,242
67,273
68,356
68,370
70,193
70,220
71,359
73,102
75,212
75,240
75,114
75,313
76,207
76,141
76,392
76,393
76,333
77,18
77,75
77,392
77,333
78,408
79,156
80,356
80,370
81,57
82,42
83,382
84,359
85,195
85,34
85,378
85,287
85,158
85,240
85,14
85,99
85,326
85,35
85,301
85,191
85,223
85,332
85,249
85,154
85,341
85,193
85,186
85,104
85,76
85,203
85,61
85,50
85,188
85,42
91,377
91,390
91,145
91,192
91,316
91,265
91,418
91,277
91,18
91,207
91,34
91,337
91,378
91,415
91,411
91,251
91,141
91,206
91,212
91,302
91,169
91,263
91,287
91,274
91,117
91,241
91,285
91,158
91,348
91,75
91,9
91,240
91,420
91,52
91,14
91,219
91,376
91,196
91,36
91,396
91,99
91,392
91,401
91,326
91,298
91,173
91,185
91,35
91,269
91,25
91,146
91,48
91,304
91,152
91,180
91,88
91,283
91,223
91,332
91,227
91,249
91,204
91,154
91,179
91,56
91,314
91,193
91,284
91,181
91,170
91,362
93,382
94,408
95,332
95,179
95,193
96,186
96,29
97,273
97,28
97,265
97,101
97,293
97,207
98,156
98,351
98,19
98,109
98,325
98,394
98,425
99,285
99,56
102,218
102,175
102,349
102,390
102,40
102,266
102,195
102,273
102,412
102,145
102,230
102,225
102,432
102,192
102,279
102,41
102,316
102,265
102,361
102,261
102,94
102,215
102,242
102,13
102,187
102,418
102,277
102,293
102,18
102,207
102,34
102,337
102,378
102,251
102,248
102,141
102,206
102,212
102,324
102,128
102,302
102,169
102,263
102,287
102,274
102,366
102,241
102,158
102,348
102,75
102,9
102,176
102,240
102,250
102,420
102,52
102,114
102,36
102,360
102,396
102,392
102,401
102,326
102,282
102,298
102,173
102,64
102,185
102,398
102,25
102,304
102,301
102,138
102,152
102,191
102,197
102,180
102,283
102,223
102,313
102,393
102,391
102,332
102,177
102,227
102,249
102,204
102,179
102,341
102,368
102,314
102,338
102,193
102,284
102,318
102,110
102,321
102,334
102,143
102,125
102,186
102,124
102,136
102,362
102,267
102,291
102,340
102,37
102,333
102,194
102,73
102,403
102,107
102,384
102,408
102,268
102,104
102,354
102,214
102,76
102,226
102,347
102,66
102,228
102,8
102,39
102,144
102,410
102,203
102,7
102,385
102,59
102,61
102,233
102,352
102,42
102,296
102,111
102,343
102,345
103,38
104,302
104,240
104,179
104,76
104,59
104,61
105,302
105,391
105,193
105,59
105,61
106,309
106,193
106,424
106,4
106,397
106,70
106,220
107,324
107,366
107,240
107,301
107,393
107,354
109,420
109,193
109,4
109,394
109,425
110,359
111,309
111,91
111,102
111,361
111,242
111,13
111,418
111,277
111,429
111,207
111,378
111,248
111,324
111,302
111,285
111,75
111,420
111,14
111,196
111,36
111,326
111,25
111,180
111,88
111,283
111,177
111,227
111,154
111,56
111,314
111,338
111,193
111,284
111,327
111,89
111,228
111,44
111,59
111,140
111,435
111,395
111,220
112,42
115,309
115,274
115,398
115,267
115,190
115,172
115,39
115,160
115,7
115,161
115,294
115,288
115,233
115,352
115,149
118,408
119,387
119,228
119,120
120,386
121,97
121,28
121,102
121,265
121,293
121,18
121,378
121,436
121,360
121,48
121,133
121,197
121,88
121,37
122,38
122,360
124,293
124,186
124,400
124,96
125,143
127,215
127,242
127,347
127,144
127,343
129,408
131,392
131,168
132,308
132,237
133,191
134,9
136,181
136,170
136,362
138,195
138,316
140,418
140,277
140,228
142,176
142,54
142,221
144,274
144,398
144,267
144,39
144,352
145,390
145,195
145,273
145,225
145,316
145,418
145,277
145,207
145,287
145,36
145,64
145,185
145,138
145,152
145,73
146,411
146,376
147,408
148,382
149,309
149,267
152,207
152,141
152,173
152,393
153,432
153,316
153,277
153,337
153,64
153,185
153,48
153,138
153,166
157,225
157,432
157,416
159,408
160,51
160,7
161,274
161,398
161,267
161,39
161,352
167,18
167,9
167,326
167,260
167,197
167,339
168,176
168,392
170,229
172,51
172,39
172,7
172,59
172,61
175,390
175,287
175,64
175,138
176,392
178,408
179,382
181,229
183,242
183,402
185,64
186,135
187,418
188,398
188,267
188,39
188,352
190,274
190,398
190,267
190,39
190,352
192,349
192,390
192,97
192,102
192,225
192,432
192,279
192,153
192,316
192,265
192,418
192,277
192,18
192,207
192,34
192,337
192,380
192,378
192,251
192,248
192,436
192,141
192,324
192,302
192,169
192,263
192,346
192,287
192,274
192,117
192,241
192,158
192,348
192,75
192,9
192,176
192,240
192,250
192,420
192,52
192,14
192,114
192,196
192,36
192,360
192,396
192,392
192,401
192,326
192,1
192,297
192,298
192,173
192,271
192,260
192,64
192,185
192,35
192,398
192,269
192,25
192,146
192,48
192,304
192,301
192,138
192,152
192,191
192,133
192,197
192,180
192,283
192,166
192,313
192,303
192,393
192,391
192,200
192,177
192,227
192,249
192,204
192,179
192,368
192,338
192,359
192,217
192,84
192,71
192,210
192,318
192,110
192,331
192,46
192,143
192,186
192,400
192,136
192,181
192,229
192,170
192,362
192,73
192,220
192,184
193,285
193,99
193,56
194,267
194,291
194,340
194,73
194,107
194,408
194,268
194,104
194,354
194,214
194,76
194,347
194,66
194,228
194,172
195,145
195,225
195,316
195,277
195,34
195,42
197,75
197,392
198,382
201,401
