10,305
14,236
16,253
16,364
22,373
24,43
27,350
32,92
37,32
37,92
39,352
42,189
42,123
42,369
42,82
44,59
48,130
48,60
58,371
58,164
58,276
58,281
58,275
62,280
62,42
62,112
64,407
64,86
64,185
69,426
69,306
69,137
69,245
69,372
69,254
76,174
76,87
77,74
86,185
88,108
88,213
93,417
99,193
99,45
99,317
99,434
102,342
104,211
106,424
108,213
112,42
134,307
136,358
138,328
154,49
157,139
168,205
168,163
174,87
185,292
186,422
193,45
193,235
193,317
195,438
195,374
195,320
205,163
214,257
218,202
223,311
223,90
223,171
225,316
228,323
228,256
228,182
238,300
240,72
242,58
242,164
242,116
242,371
242,276
242,281
242,275
242,262
244,234
254,426
255,42
255,82
256,182
258,300
265,389
266,421
268,433
268,310
277,69
277,426
277,306
277,299
277,137
277,245
277,372
277,254
280,42
299,306
302,25
306,372
312,229
314,23
314,406
320,438
323,182
324,151
324,431
326,24
326,379
326,43
326,238
326,165
326,258
326,113
326,353
326,150
326,300
326,239
332,30
332,47
333,335
343,345
349,399
354,270
379,43
386,120
387,119
394,319
400,96
402,183
407,185
413,162
413,63
413,100
413,329
413,12
416,126
417,232
417,224
417,148
418,162
418,100
418,329
418,12
418,413
426,245
437,42
